昵称,性别,所在地,时间,内容,点赞数,转发数,评论数,主页
晴天洒麻吃醉了,女,四川,今天 12:01 来自微,"
    
    本安卓girl真的很嫌弃
    
     苹果手机
    
    //
    
     @珈正锦
    
    : ？//
    
     @Ground0
    
    :苹果牛逼啊，现在再问就说直接把这员工开了，是不是拷了个人信息啥都不解释//
    
     @BCkong
    
    : 我想了一下我icloud就几乎没用过…//
    
     @coser天狼
    
    :企业遇到这种败类真的是日了狗//
    
     @威尔-Will-
    
    :牛逼啊，没想到这么多家云服务，第一个出这种问题的竟然是苹果
    
     ",0,0,0,https://weibo.cn/hyukhaewangsui
-橘又青-,女,江苏,今天 11:56 来自i,":
     
      #苹果手机换铃声#
     

     图文教程 ​",2,1,0,https://weibo.cn/u/3977889726
蓝瘦的虎牙Sir,男,云南,"今天 11:54 来自
",":
     
      #昆明约吧#
     

      苹果手机
     
     输入百闻不如一见  看看后面是什么 昆明·丰宁小区 ​",0,0,0,https://weibo.cn/u/6073279076
花小易,女,陕西,今天 11:53 来自i,":我最新发现个
     
      苹果手机
     
     超神奇的功能。选：相机—人像—舞台灯光。左图是同一场景普通相机模式拍出来的样子，右图是用上面方法拍出来的样子，完美没P图。炫酷吗？[偷笑] ​​​",2,0,4,https://weibo.cn/u/2142273722
crazy天儿,女,山东,今天 11:52 来自魔,":我拍摄了杂志封面《诱心少女》。纯白的透纱裙展现了少女的姿态，朦朦胧胧之中是那样的如梦似幻。 安卓手机下载链接：
     
      http://t.cn/RijAhQd
     

      苹果手机
     
     下载链接：
     
      http://t.cn/RW0Fq4O
     
     ​",0,0,0,https://weibo.cn/277033552
治愈系的那些话,女,上海,今天 11:51 来自分,":【3.9】
     
      苹果手机
     
     数据线iphone快充加长充电线
     

     ​",0,0,1,https://weibo.cn/u/3944368557
九点是多久,女,福建,今天 11:39 来自O,":和抖音里拍出来的不一样
     
     可能我缺一个苹果手机
     
     还有一双修长的手 ​",0,0,0,https://weibo.cn/u/2429572697
媄媄情话,男,浙江,今天 11:35 来自微,":
     
      苹果手机
     
     6/7/8通用卡通手机壳 券 = 12.9 ​",0,0,1,https://weibo.cn/u/6016821600
Bonnie_敏敏,女,北京,今天 11:33 来自i,":我最新发现个
     
      苹果手机
     
     超神奇的功能。选：相机—人像—舞台灯光。左图是同一场景普通相机模式拍出来的样子，右图是用上面方法拍出来的样子，完美没P图。炫酷吗？[偷笑] ​",80,10,60,https://weibo.cn/u/1800794691
淘宝VIP优惠券白菜帮,女,北京,今天 11:16 来自淘,":省【￥10】
     
      苹果手机
     
     4D全屏全包边蓝光钢化膜 ，券后【￥25】苹果6钢化膜，iPhone6sPlus手机，4D全屏全包边蓝光，6s玻璃4.7防摔六sp， ​",0,0,1,https://weibo.cn/gouwu88888
夜阑--月明,男,其他,今天 11:15 来自H,":苹果本质是一家软件公司。买
     
      苹果手机
     
     ，其实就是买了一套苹果软件。 ​",0,0,0,https://weibo.cn/akmmaa
沃尔沃潍坊诺德京泰,女,山东,今天 11:06 来自U,":
     
      #用感官掌控自由#
     

      #沃尔沃全新S90长轴距豪华轿车#
     
     当你同时拥有一辆沃尔沃全新S90长轴距豪华轿车和一台
     
      苹果手机
     
     ，那你可就有福利了。沃尔沃S90配置了苹果CARPLAY系统，让你的
     
      苹果手机
     
     接入车内智能互联系统，你便可以在车中大屏幕使用你的手机应用，不管是手机功能或者SIRI都可以轻松的操作，用你的手指和语音来和外界世界无缝对接。",0,0,0,https://weibo.cn/u/2736598675
新闻午报,男,河北,今天 11:05 来自3,":
     
      #参与午报评论，得奖品#
     
     【百邦加价换来新手机  竟然无信号！】今年1月21日，市民周女士的
     
      苹果手机
     
     因为进水损坏了，就到苹果授权的售后—百邦去维修，百邦的工作人员表示无法维修，可以把旧手机回收，于是周女士加价2578元换个同型号的新手机。然而在换机时，因为手机没电，百邦的工作人员并没有给周女士验机。可当周女士把手机拿回家后，发现手机没有信号，一直显示无服务。",0,1,2,https://weibo.cn/xinwenwubao
小瓶蓋viya,女,广东,今天 11:03 来自前,":去年11月份遇到的一对夫妻，说自己从外地来的没钱，没亲什么的说的很可怜，然后说要钱吃饭，我就说身上没带现金，她说微信转，后面看她拿着个
     
      苹果手机
     
     ，带的金戒指，和金手表，我就知道被骗了，给了她20说不够，后面我掉头就走了，很生气，利用我们的怜悯之心来骗人，
     

      @深圳的那些事儿
     

     还有前两天在上地铁回家时遇到一个男的，开始和人打招呼，我热心回应，后面他就装很熟的样子，问我：哪里人、住哪里、和谁住、爸妈再这边吗？，是在附近工作吗？说自己找房子为由加微信让你帮他留意一下。后面问朋友，说是骗子，我赶紧删掉，这些事就在身边发生，女生相对都比较善良、热心，我想遇到这些事，女生该如何自防？请求帮助
     
      @深圳第一
     


      @深圳大小事
     

      @深圳交警
     

      @深圳的那些事儿",0,0,1,https://weibo.cn/yashiyif
小瓶蓋viya,女,广东,今天 11:03 来自前,":去年11月份遇到的一对夫妻，说自己从外地来的没钱，没亲什么的说的很可怜，然后说要钱吃饭，我就说身上没带现金，她说微信转，后面看她拿着个
     
      苹果手机
     
     ，带的金戒指，和金手表，我就知道被骗了，给了她20说不够，后面我掉头就走了，很生气，利用我们的怜悯之心来骗人，
     

      @深圳的那些事儿
     

     还有前两天在上地铁回家时遇到一个男的，开始和人打招呼，我热心回应，后面他就装很熟的样子，问我：哪里人、住哪里、和谁住、爸妈再这边吗？，是在附近工作吗？说自己找房子为由加微信让你帮他留意一下。后面问朋友，说是骗子，我赶紧删掉，这些事就在身边发生，女生相对都比较善良、热心，我想遇到这些事，女生该如何自防？请求帮助
     
      @深圳第一
     


      @深圳大小事
     

      @深圳交警
     

      @深圳的那些事儿",0,0,1,https://weibo.cn/yashiyif
一阵一阵的我,女,湖北,今天 10:54 来自微,":聊聊
     
      苹果手机
     
     无法满足我的需求以及下一款要达到的要求。第一[no]️，续航要好，快充短时，最好无线；第二，耳机和充电插口分离；第三，有单手返回键；第四，无更强制提醒；第五，小巧便携，自重轻；第六，运行流畅，无异常退出不卡顿；第七，能卸载出厂软件；第八，性价比高；第九，裸机不会手滑，样式美观。",0,0,0,https://weibo.cn/u/5384125076
Mathilda_三三,女,湖南,今天 10:52 来自小,":肾6进了水 又舍不得花钱再买iPhone
     
     干脆换成小米mix2 也算支持校友了[鼓掌]
     
     回归安卓系统第一天 好不犹豫换了个羞耻的主题和字体啊哈哈哈哈哈哈嗝(///ω///)(///ω///)(///ω///)
     
     我就是喜欢这种做作的风格 这大概是没脸在同学面前掏手机了
     
     之前就安利过Offtime 但是在
     
      苹果手机
     
     上 这个应用非常废 因为不能强制你不玩什么应用 但是在安卓系统给用户的权限非常高 用这个app基本上就真的别想碰其他应用了
     
     然而我还有个iPad可以玩 [打脸]",3,0,0,https://weibo.cn/u/1853629861
LAN-J·,女,广西,今天 10:49 来自v,"
    
    请照顾一下不是
    
     苹果手机
    
    的小可爱[跪了][跪了]
    
     ",0,0,0,https://weibo.cn/u/5689665496
Ly0未来,男,其他,"今天 10:48 来自
",":为什么
     
      苹果手机
     
     现在这么差，玩着玩着就死机，视频时前摄像头突然无法显示还无法挂断。
     
     不光这些问题最关键周边还氧化，我想知道我从买手机到现在一直都在戴手机壳，为什么还会这样？
     
     苹果能否给个解释好吗？
     
     以前买的苹果6sp氧化更严重！全是锈迹斑斑！
     
     还望各位朋友帮忙出个主意！
     
      @苹果iPhone中文网
     

      @iphne官网",0,0,0,https://weibo.cn/u/6044041661
声优界第一美-腿,女,其他,今天 10:35 来自W,"
    
    这是吃了一个
    
     苹果手机
    
    吗！[费解]//
    
     @蠢草D_D
    
    :哈哈哈//
    
     @Riddle_咸魚
    
    :？？？//
    
     @全球时尚四喜
    
    : ？？？？//
    
     @漂花-没啥好名叽
    
    ://
    
     @安妮打不溜
    
    :[跪了]//
    
     @The茶-神遊-染椿
    
    : [费解][允悲]//
    
     @吊燈星星星
    
    ://
    
     @捣年糕的公主兔
    
    :[跪了]//
    
     @Ryoko--涼子
    
    :
    
     @好好读书考n1
    
    //
    
     @argonium
    
    :？//
    
     @Akira于爷
    
    :
    
     ",0,4,0,https://weibo.cn/u/2776924485
仙葩中的奇葩,女,四川,"今天 10:33 来自
",":
     
      苹果手机
     
     居然只能7天无条件退货，14天换机，而且换出来店员给我说的还是官换机，并且店长告诉我前两天才换了一个X回来，而且我才买了十多天的手机就出现黑屏又说换，
     
      @TimCook
     
     我只想问IphoneX换机这么平凡，为啥还要出售 ​",0,0,1,https://weibo.cn/u/5547344628
微风的秋天52,男,广东,今天 10:32 来自百,":《马来西亚女警因美貌走红，捡到
     
      苹果手机
     
     不还却引网友点赞》但是来自马来西亚的一位警察却大不一样，这名叫Irene的女警因为颜值而吸引了许多网友的关注。马来西亚女警因美貌走红，捡到
     
      苹果手机
     
     不还却引网友点赞 ​",0,0,0,https://weibo.cn/u/5351174735
徐三哥的兔,女,北京,今天 10:30 来自我,":继上次游戏事件之后的后续发酵，我变成了两个手机同时开着的
     
      #阴阳师手游#
     
     双打，求告知
     
      #苹果手机#
     
     系统的阴阳师帐号怎么放到
     
      #华为荣耀#
     
     上用 乳山·城区街区 ​",0,0,0,https://weibo.cn/u/3895711675
猫猫吉祥2333,女,海外,今天 10:23 来自i,":一直搞不太懂
     
      苹果手机
     
     的这个输入法[衰]我明明输入的是zhi 出来的字怎么前面拍的都是zhu呢[二哈]story369
     
      #探出小脑袋#
     
     ​",0,0,0,https://weibo.cn/u/6192308282
Mrs小胖虎,女,广东,"今天 10:21 来自
",":万老师说
     
      苹果手机
     
     只能登陆一个微信总是找不到我，于是让我支持了一下国产双卡双待手机，棒棒哒，再表扬你一下，谢谢～
     
      @Mr大眼猴
     
     [心] ​",1,0,2,https://weibo.cn/u/1939992775
曹洁baby洁,女,浙江,"今天 10:21 来自
",":其实不是婚纱照太贵，而是在很多人眼里，没给婚纱照留地位！
     
     吃个饭300不贵，就3小时
     
     做个头发500，不贵！就管1个月；
     
     买件衣服上千，不贵！就穿一两个季度；
     
     买个
     
      苹果手机
     
     7000，不贵！就用2年。
     
     说到婚纱照时，哇……太贵了！但它可以珍藏一辈子！……鉴证年轻认真爱过的模样，老了也是美好回忆。
     
      http://t.cn/RnUi2yR",0,0,0,https://weibo.cn/u/2881890182
九江热门,男,江西,"今天 10:17 来自
",":
     
      #九江身边事#
     
     【九江：公交司机拾金不昧 乘客来电求表扬】“我想好好表扬一下18路365号公交车的驾驶员燕师傅，非常感谢他从别的乘客手中截下我落下的
     
      苹果手机
     
     并及时还给我，也特别希望你们公司大力表扬燕师傅，传播社会正能量。”3月16日上午8点钟，市民石女士就向市公交公司党办打来电话，心里的感激之情溢于言表。
     
      http://t.cn/RnUJ40R",4,1,1,https://weibo.cn/jiujianghot
百事可乐研究院,女,上海,今天 10:14 来自温,":真是很醉
     
      苹果手机
     
     不能调画质 电脑还爆卡
     
     搞毛啊[小黄人无奈] ​",0,0,2,https://weibo.cn/u/6362468129
十万个冷笑话2手游官微,男,北京,今天 09:59 来自微,":各位
     
      苹果手机
     
     的玩家大大们在app store搜索十冷2下载哦~~ ​",1,0,0,https://weibo.cn/u/6219236547
我有个漂亮妹妹很可爱,男,江苏,"今天 09:53 来自
",":身边也有好多同学都在讨论手机，听了他们的言论我就感觉在他们心目中，
     
      苹果手机
     
     才是最好的，国产手机都是垃圾，就好比汽车中只有法拉利兰博基尼才是好车，其他的车都是垃圾[挖鼻][挖鼻][挖鼻]
     
      苹果手机
     
     确实是整体综合评测最好的手机了，国产手机确实跟iphone比不了，但也并没有他们说的那么不堪。一分价钱一分货，抛开蓝绿(oppo vivo)不说，国产很多品牌手机是对得起他们的售价的。 要是我有钱，我也换各种新的iphone。
     
      http://t.cn/RyhQLuc",1,0,1,https://weibo.cn/u/5577789056
